sample_name,BioSample,Assay.Type,LibraryLayout,LibrarySource,LibrarySelection,Instrument,sex,age,medium,Strain,Tissue,Experiment,Run
DGRP_Line_91_Female_SAMN09739139,SAMN09739139,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_91,Whole flies,SRX4484298,SRR7620086
DGRP_Line_91_Male_SAMN09739137,SAMN09739137,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_91,Whole flies,SRX4484300,SRR7620089
DGRP_Line_911_Female_SAMN09739135,SAMN09739135,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_911,Whole flies,SRX4484302,SRR7620091
DGRP_Line_913_Male_SAMN09739129,SAMN09739129,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_913,Whole flies,SRX4484308,SRR7620098
DGRP_Line_93_Female_SAMN09739164,SAMN09739164,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_93,Whole flies,SRX4484310,SRR7620101
DGRP_Line_93_Male_SAMN09739162,SAMN09739162,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_93,Whole flies,SRX4484312,SRR7620103
DGRP_Line_93_Male_SAMN09739161,SAMN09739161,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_93,Whole flies,SRX4484313,SRR7620105
DGRP_Line_101_Female_SAMN09738655,SAMN09738655,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_101,Whole flies,SRX4483519,SRR7619157
DGRP_Line_101_Male_SAMN09738704,SAMN09738704,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_101,Whole flies,SRX4483521,SRR7619160
DGRP_Line_105_Male_SAMN09738701,SAMN09738701,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_105,Whole flies,SRX4483524,SRR7619165
DGRP_Line_105_Male_SAMN09738700,SAMN09738700,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_105,Whole flies,SRX4483525,SRR7619166
DGRP_Line_109_Female_SAMN09738699,SAMN09738699,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_109,Whole flies,SRX4483526,SRR7619167
DGRP_Line_109_Female_SAMN09738698,SAMN09738698,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_109,Whole flies,SRX4483527,SRR7619168
DGRP_Line_109_Male_SAMN09738697,SAMN09738697,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_109,Whole flies,SRX4483528,SRR7619170
DGRP_Line_109_Male_SAMN09738696,SAMN09738696,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_109,Whole flies,SRX4483529,SRR7619171
DGRP_Line_129_Male_SAMN09738692,SAMN09738692,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_129,Whole flies,SRX4483533,SRR7619175
DGRP_Line_138_Male_SAMN09738684,SAMN09738684,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_138,Whole flies,SRX4483541,SRR7619184
DGRP_Line_142_Female_SAMN09738730,SAMN09738730,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_142,Whole flies,SRX4483542,SRR7619185
DGRP_Line_142_Female_SAMN09738729,SAMN09738729,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_142,Whole flies,SRX4483543,SRR7619187
DGRP_Line_142_Male_SAMN09738728,SAMN09738728,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_142,Whole flies,SRX4483544,SRR7619188
DGRP_Line_149_Female_SAMN09738725,SAMN09738725,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_149,Whole flies,SRX4483547,SRR7619191
DGRP_Line_149_Male_SAMN09738724,SAMN09738724,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_149,Whole flies,SRX4483548,SRR7619192
DGRP_Line_153_Female_SAMN09738722,SAMN09738722,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_153,Whole flies,SRX4483550,SRR7619194
DGRP_Line_153_Male_SAMN09738719,SAMN09738719,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_153,Whole flies,SRX4483553,SRR7619198
DGRP_Line_158_Female_SAMN09738717,SAMN09738717,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_158,Whole flies,SRX4483555,SRR7619200
DGRP_Line_158_Male_SAMN09738715,SAMN09738715,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_158,Whole flies,SRX4483557,SRR7619202
DGRP_Line_181_Female_SAMN09738751,SAMN09738751,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_181,Whole flies,SRX4483571,SRR7619217
DGRP_Line_181_Male_SAMN09738750,SAMN09738750,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_181,Whole flies,SRX4483572,SRR7619220
DGRP_Line_189_Female_SAMN09738440,SAMN09738440,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_189,Whole flies,SRX4483574,SRR7619222
DGRP_Line_189_Male_SAMN09738438,SAMN09738438,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_189,Whole flies,SRX4483576,SRR7619225
DGRP_Line_189_Male_SAMN09738437,SAMN09738437,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_189,Whole flies,SRX4483577,SRR7619226
DGRP_Line_195_Female_SAMN09738435,SAMN09738435,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_195,Whole flies,SRX4483579,SRR7619228
DGRP_Line_195_Male_SAMN09738683,SAMN09738683,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_195,Whole flies,SRX4483580,SRR7619229
DGRP_Line_208_Female_SAMN09738681,SAMN09738681,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_208,Whole flies,SRX4483582,SRR7619232
DGRP_Line_208_Female_SAMN09738680,SAMN09738680,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_208,Whole flies,SRX4483583,SRR7619233
DGRP_Line_208_Male_SAMN09738679,SAMN09738679,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_208,Whole flies,SRX4483584,SRR7619235
DGRP_Line_208_Male_SAMN09738678,SAMN09738678,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_208,Whole flies,SRX4483585,SRR7619236
DGRP_Line_21_Female_SAMN09738676,SAMN09738676,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_21,Whole flies,SRX4483587,SRR7619238
DGRP_Line_217_Female_SAMN09738673,SAMN09738673,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_217,Whole flies,SRX4483590,SRR7619242
DGRP_Line_217_Male_SAMN09738671,SAMN09738671,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_217,Whole flies,SRX4483592,SRR7619246
DGRP_Line_227_Male_SAMN09738663,SAMN09738663,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_227,Whole flies,SRX4483600,SRR7619255
DGRP_Line_228_Male_SAMN09738393,SAMN09738393,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_228,Whole flies,SRX4483605,SRR7619260
DGRP_Line_229_Female_SAMN09738392,SAMN09738392,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_229,Whole flies,SRX4483606,SRR7619261
DGRP_Line_233_Female_SAMN09738388,SAMN09738388,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_233,Whole flies,SRX4483610,SRR7619266
DGRP_Line_233_Female_SAMN09738387,SAMN09738387,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_233,Whole flies,SRX4483611,SRR7619268
DGRP_Line_233_Male_SAMN09738386,SAMN09738386,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_233,Whole flies,SRX4483612,SRR7619269
DGRP_Line_235_Female_SAMN09738383,SAMN09738383,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_235,Whole flies,SRX4483615,SRR7619273
DGRP_Line_256_Male_SAMN09738422,SAMN09738422,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_256,Whole flies,SRX4483629,SRR7619291
DGRP_Line_26_Female_SAMN09738421,SAMN09738421,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_26,Whole flies,SRX4483630,SRR7619292
DGRP_Line_28_Male_SAMN09738354,SAMN09738354,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_28,Whole flies,SRX4483637,SRR7619299
DGRP_Line_280_Female_SAMN09738352,SAMN09738352,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_280,Whole flies,SRX4483639,SRR7619301
DGRP_Line_280_Male_SAMN09738351,SAMN09738351,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_280,Whole flies,SRX4483640,SRR7619302
DGRP_Line_280_Male_SAMN09738350,SAMN09738350,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_280,Whole flies,SRX4483641,SRR7619303
DGRP_Line_287_Female_SAMN09738349,SAMN09738349,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_287,Whole flies,SRX4483642,SRR7619304
DGRP_Line_287_Female_SAMN09738348,SAMN09738348,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_287,Whole flies,SRX4483643,SRR7619305
DGRP_Line_287_Female_SAMN09738348,SAMN09738348,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_287,Whole flies,SRX4483643,SRR7619306
DGRP_Line_287_Male_SAMN09738347,SAMN09738347,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_287,Whole flies,SRX4483644,SRR7619307
DGRP_Line_303_Female_SAMN09738341,SAMN09738341,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_303,Whole flies,SRX4483650,SRR7619313
DGRP_Line_303_Male_SAMN09738338,SAMN09738338,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_303,Whole flies,SRX4483653,SRR7619317
DGRP_Line_304_Female_SAMN09738337,SAMN09738337,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_304,Whole flies,SRX4483654,SRR7619318
DGRP_Line_304_Female_SAMN09738337,SAMN09738337,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_304,Whole flies,SRX4483654,SRR7619319
DGRP_Line_304_Male_SAMN09738334,SAMN09738334,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_304,Whole flies,SRX4483657,SRR7619322
DGRP_Line_306_Male_SAMN09738379,SAMN09738379,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_306,Whole flies,SRX4483660,SRR7619326
DGRP_Line_306_Male_SAMN09738378,SAMN09738378,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_306,Whole flies,SRX4483661,SRR7619327
DGRP_Line_309_Female_SAMN09738377,SAMN09738377,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_309,Whole flies,SRX4483662,SRR7619328
DGRP_Line_309_Female_SAMN09738376,SAMN09738376,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_309,Whole flies,SRX4483663,SRR7619329
DGRP_Line_309_Male_SAMN09738375,SAMN09738375,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_309,Whole flies,SRX4483664,SRR7619331
DGRP_Line_310_Female_SAMN09738368,SAMN09738368,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_310,Whole flies,SRX4483671,SRR7619339
DGRP_Line_313_Male_SAMN09738363,SAMN09738363,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_313,Whole flies,SRX4483676,SRR7619345
DGRP_Line_313_Male_SAMN09738363,SAMN09738363,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_313,Whole flies,SRX4483676,SRR7619346
DGRP_Line_315_Female_SAMN09738361,SAMN09738361,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_315,Whole flies,SRX4483678,SRR7619348
DGRP_Line_317_Female_SAMN09738405,SAMN09738405,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_317,Whole flies,SRX4483683,SRR7619355
DGRP_Line_318_Female_SAMN09738402,SAMN09738402,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_318,Whole flies,SRX4483686,SRR7619358
DGRP_Line_318_Female_SAMN09738401,SAMN09738401,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_318,Whole flies,SRX4483687,SRR7619359
DGRP_Line_318_Male_SAMN09738400,SAMN09738400,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_318,Whole flies,SRX4483688,SRR7619360
DGRP_Line_320_Female_SAMN09738413,SAMN09738413,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_320,Whole flies,SRX4483698,SRR7619373
DGRP_Line_321_Female_SAMN09738654,SAMN09738654,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_321,Whole flies,SRX4483702,SRR7619377
DGRP_Line_321_Female_SAMN09738653,SAMN09738653,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_321,Whole flies,SRX4483703,SRR7619378
DGRP_Line_325_Female_SAMN09738646,SAMN09738646,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_325,Whole flies,SRX4483710,SRR7619387
DGRP_Line_325_Female_SAMN09738645,SAMN09738645,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_325,Whole flies,SRX4483711,SRR7619388
DGRP_Line_325_Male_SAMN09738644,SAMN09738644,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_325,Whole flies,SRX4483712,SRR7619389
DGRP_Line_325_Male_SAMN09738447,SAMN09738447,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_325,Whole flies,SRX4483713,SRR7619390
DGRP_Line_332_Female_SAMN09738445,SAMN09738445,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_332,Whole flies,SRX4483715,SRR7619392
DGRP_Line_336_Female_SAMN09738307,SAMN09738307,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_336,Whole flies,SRX4483723,SRR7619400
DGRP_Line_336_Male_SAMN09738246,SAMN09738246,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_336,Whole flies,SRX4483724,SRR7619401
DGRP_Line_336_Male_SAMN09738246,SAMN09738246,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_336,Whole flies,SRX4483724,SRR7619402
DGRP_Line_338_Female_SAMN09738306,SAMN09738306,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_338,Whole flies,SRX4483727,SRR7619405
DGRP_Line_338_Male_SAMN09738304,SAMN09738304,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_338,Whole flies,SRX4483729,SRR7619407
DGRP_Line_340_Female_SAMN09738303,SAMN09738303,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_340,Whole flies,SRX4483730,SRR7619408
DGRP_Line_340_Male_SAMN09738300,SAMN09738300,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_340,Whole flies,SRX4483733,SRR7619412
DGRP_Line_350_Female_SAMN09738295,SAMN09738295,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_350,Whole flies,SRX4483738,SRR7619418
DGRP_Line_352_Female_SAMN09738291,SAMN09738291,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_352,Whole flies,SRX4483742,SRR7619422
DGRP_Line_356_Female_SAMN09738286,SAMN09738286,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_356,Whole flies,SRX4483754,SRR7619435
DGRP_Line_359_Male_SAMN09738316,SAMN09738316,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_359,Whole flies,SRX4483768,SRR7619453
DGRP_Line_359_Male_SAMN09738315,SAMN09738315,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_359,Whole flies,SRX4483769,SRR7619454
DGRP_Line_360_Female_SAMN09738314,SAMN09738314,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_360,Whole flies,SRX4483770,SRR7619455
DGRP_Line_360_Female_SAMN09738313,SAMN09738313,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_360,Whole flies,SRX4483771,SRR7619456
DGRP_Line_360_Male_SAMN09738311,SAMN09738311,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_360,Whole flies,SRX4483773,SRR7619459
DGRP_Line_362_Male_SAMN09738219,SAMN09738219,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_362,Whole flies,SRX4483780,SRR7619467
DGRP_Line_365_Male_SAMN09738281,SAMN09738281,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_365,Whole flies,SRX4483784,SRR7619471
DGRP_Line_365_Male_SAMN09738280,SAMN09738280,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_365,Whole flies,SRX4483785,SRR7619472
DGRP_Line_367_Male_SAMN09738276,SAMN09738276,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_367,Whole flies,SRX4483788,SRR7619475
DGRP_Line_370_Male_SAMN09738270,SAMN09738270,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_370,Whole flies,SRX4483793,SRR7619483
DGRP_Line_371_Female_SAMN09738269,SAMN09738269,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_371,Whole flies,SRX4483794,SRR7619484
DGRP_Line_371_Female_SAMN09738268,SAMN09738268,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_371,Whole flies,SRX4483795,SRR7619485
DGRP_Line_371_Female_SAMN09738268,SAMN09738268,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_371,Whole flies,SRX4483795,SRR7619486
DGRP_Line_373_Female_SAMN09738262,SAMN09738262,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_373,Whole flies,SRX4483799,SRR7619490
DGRP_Line_374_Female_SAMN09738257,SAMN09738257,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_374,Whole flies,SRX4483802,SRR7619493
DGRP_Line_374_Female_SAMN09738255,SAMN09738255,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_374,Whole flies,SRX4483803,SRR7619494
DGRP_Line_374_Male_SAMN09738253,SAMN09738253,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_374,Whole flies,SRX4483804,SRR7619495
DGRP_Line_377_Female_SAMN09738182,SAMN09738182,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_377,Whole flies,SRX4483811,SRR7619502
DGRP_Line_377_Male_SAMN09738152,SAMN09738152,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_377,Whole flies,SRX4483812,SRR7619503
